unix_ts_recv,seq,rtt_ms,t_send_unix,warmup,test_id,condition,camera_mode,lidar_mode,video_enabled,lidar_enabled
1779496792.7133396,5659,19.1665,1779496792.694173,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.8089037,5660,14.0057,1779496792.794898,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.9160266,5661,20.8089,1779496792.8952177,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.0108118,5662,15.4495,1779496792.9953623,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.1024978,5663,6.7351,1779496793.0957627,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.2057521,5664,7.8099,1779496793.1979423,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.3045619,5665,6.1085,1779496793.2984533,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.417477,5666,18.4987,1779496793.3989782,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.5263317,5667,26.9465,1779496793.499385,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.6266546,5668,26.8967,1779496793.599758,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.7136667,5669,13.6411,1779496793.7000256,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.838748,5670,38.0855,1779496793.8006625,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496793.938991,5671,37.7426,1779496793.9012485,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.0257394,5672,24.2577,1779496794.0014818,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.115557,5673,13.7255,1779496794.1018314,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.2140713,5674,11.853,1779496794.2022183,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.3168168,5675,14.3247,1779496794.3024921,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.4107969,5676,8.0216,1779496794.4027753,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.517952,5677,15.0459,1779496794.502906,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.6098974,5678,6.8297,1779496794.6030676,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.7213428,5679,18.1732,1779496794.7031696,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.8155465,5680,12.1057,1779496794.8034408,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496794.919808,5681,15.1799,1779496794.904628,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.0114174,5682,6.3741,1779496795.0050433,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.1197677,5683,14.5965,1779496795.1051712,False,C6_full_detail,C6_full_detail,normal,detail,True,True
